Accession	Dataset	Tissue	CellLine	PrimaryCell	Lab	Link	DataType	Controls
ENCFF000AMZ	/experiments/ENCSR000AUY/	.	.	B cell	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000AMZ/@@download/ENCFF000AMZ.bigWig	signal	/files/ENCFF000AMC/, /files/ENCFF000AMM/, /files/ENCFF128SFZ/, /files/ENCFF849QON/, /files/ENCFF825GGQ/, /files/ENCFF248YTS/
ENCFF000BLG	/experiments/ENCSR000ANG/	.	.	skeletal muscle myoblast	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000BLG/@@download/ENCFF000BLG.bigWig	signal	/files/ENCFF000BJZ/, /files/ENCFF000BKA/, /files/ENCFF000BKD/, /files/ENCFF000BKI/, /files/ENCFF000BKK/, /files/ENCFF009XHG/, /files/ENCFF298NLV/, /files/ENCFF791XAM/, /files/ENCFF698ZZD/, /files/ENCFF208RCO/, /files/ENCFF325AJA/, /files/ENCFF130ENW/, /files/ENCFF003XTF/, /files/ENCFF589EFJ/
ENCFF000BYZ	/experiments/ENCSR000AKX/	.	K562	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000BYZ/@@download/ENCFF000BYZ.bigWig	signal	/files/ENCFF000BVZ/, /files/ENCFF000BWA/, /files/ENCFF000BWK/, /files/ENCFF117OYK/, /files/ENCFF392XRJ/, /files/ENCFF977WHL/, /files/ENCFF885VML/, /files/ENCFF994FIB/, /files/ENCFF402EPP/, /files/ENCFF222TAO/, /files/ENCFF156ECZ/, /files/ENCFF199NQH/, /files/ENCFF561WFK/, /files/ENCFF185XBW/, /files/ENCFF283HQV/, /files/ENCFF574XYY/, /files/ENCFF505AGU/, /files/ENCFF237KKO/, /files/ENCFF296OHW/, /files/ENCFF829HZY/, /files/ENCFF245PJA/, /files/ENCFF192XTF/, /files/ENCFF893MMO/, /files/ENCFF019ENS/, /files/ENCFF150ZCH/, /files/ENCFF319GFP/
ENCFF000VDQ	/experiments/ENCSR000EWA/	.	K562	.	Peggy Farnham, USC	https://www.encodeproject.org/files/ENCFF000VDQ/@@download/ENCFF000VDQ.bigWig	signal	/files/ENCFF000VDZ/, /files/ENCFF000VEA/, /files/ENCFF000VEK/, /files/ENCFF627RBN/, /files/ENCFF051ZZR/, /files/ENCFF390OZW/, /files/ENCFF355SGP/
ENCFF000AIO	/experiments/ENCSR000AUM/	.	A549	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000AIO/@@download/ENCFF000AIO.bigWig	signal	/files/ENCFF000AHC/, /files/ENCFF000AHD/, /files/ENCFF000AHF/, /files/ENCFF000AHM/, /files/ENCFF000AHV/, /files/ENCFF948UNV/, /files/ENCFF482SGU/, /files/ENCFF043PUQ/, /files/ENCFF114ODP/, /files/ENCFF408NTN/, /files/ENCFF987CPC/, /files/ENCFF957AOI/, /files/ENCFF502CGT/, /files/ENCFF271TLF/, /files/ENCFF122PEM/, /files/ENCFF719NBM/, /files/ENCFF550UKJ/, /files/ENCFF824LNT/
ENCFF001GDE	/experiments/ENCSR000DXJ/	.	.	bronchial epithelial cell	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001GDE/@@download/ENCFF001GDE.bigWig	raw signal	/files/ENCFF001HWX/, /files/ENCFF001HWZ/, /files/ENCFF001HXF/, /files/ENCFF948UIP/, /files/ENCFF682GMA/, /files/ENCFF512ZCH/, /files/ENCFF727MWW/
ENCFF001GDF	/experiments/ENCSR000DXJ/	.	.	bronchial epithelial cell	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001GDF/@@download/ENCFF001GDF.bigWig	raw signal	/files/ENCFF001HWX/, /files/ENCFF001HWZ/, /files/ENCFF001HXF/, /files/ENCFF948UIP/, /files/ENCFF682GMA/, /files/ENCFF512ZCH/, /files/ENCFF727MWW/
ENCFF000APC	/experiments/ENCSR000AQZ/	.	DND-41	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000APC/@@download/ENCFF000APC.bigWig	signal	/files/ENCFF000ANS/, /files/ENCFF000ANU/, /files/ENCFF000ANX/, /files/ENCFF000AOF/, /files/ENCFF000AOG/, /files/ENCFF596NBD/, /files/ENCFF520YRJ/, /files/ENCFF181BIE/, /files/ENCFF531LXG/, /files/ENCFF095OKQ/, /files/ENCFF247ZSR/, /files/ENCFF245LFR/, /files/ENCFF833VDQ/, /files/ENCFF217HXU/
ENCFF000CDJ	/experiments/ENCSR000ATE/	.	.	CD14-positive monocyte	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000CDJ/@@download/ENCFF000CDJ.bigWig	signal	/files/ENCFF000CCJ/, /files/ENCFF000CCL/, /files/ENCFF000CCM/, /files/ENCFF000CCQ/, /files/ENCFF000CCW/, /files/ENCFF383QCX/, /files/ENCFF865NTT/, /files/ENCFF545JWL/, /files/ENCFF075YNC/, /files/ENCFF695ZNW/, /files/ENCFF914LSY/, /files/ENCFF572RFU/, /files/ENCFF701QJX/, /files/ENCFF730IJS/, /files/ENCFF692GVG/, /files/ENCFF244XQF/, /files/ENCFF365LFR/, /files/ENCFF020SWF/, /files/ENCFF894MBE/, /files/ENCFF172HPC/
ENCFF000BAD	/experiments/ENCSR000ATS/	.	H1	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000BAD/@@download/ENCFF000BAD.bigWig	signal	/files/ENCFF000AVF/, /files/ENCFF000AVG/, /files/ENCFF000AVH/, /files/ENCFF000AVM/, /files/ENCFF000AVR/, /files/ENCFF303YPV/, /files/ENCFF400SCD/, /files/ENCFF178MIM/, /files/ENCFF740ECI/, /files/ENCFF145GCJ/, /files/ENCFF659UFR/, /files/ENCFF164ZWM/, /files/ENCFF809ZPN/, /files/ENCFF508ZFI/, /files/ENCFF763DAQ/, /files/ENCFF805KPU/, /files/ENCFF036EGF/, /files/ENCFF191QXK/, /files/ENCFF663FLW/, /files/ENCFF689EIT/, /files/ENCFF698YIB/, /files/ENCFF837MEC/, /files/ENCFF635VQA/, /files/ENCFF064XIS/, /files/ENCFF472QMD/, /files/ENCFF138KKQ/, /files/ENCFF368CYL/, /files/ENCFF393KUX/, /files/ENCFF401LXB/, /files/ENCFF064DDT/, /files/ENCFF452JET/, /files/ENCFF234FUH/, /files/ENCFF292NRA/, /files/ENCFF241XBE/, /files/ENCFF711MVG/, /files/ENCFF370QWD/, /files/ENCFF037PMO/, /files/ENCFF850EIY/, /files/ENCFF727XHW/, /files/ENCFF790CGF/, /files/ENCFF447DQQ/, /files/ENCFF243MTV/, /files/ENCFF344OKG/, /files/ENCFF504ZFN/, /files/ENCFF473WBH/, /files/ENCFF994DDP/
ENCFF000APO	/experiments/ENCSR000ARY/	.	DND-41	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000APO/@@download/ENCFF000APO.bigWig	signal	/files/ENCFF000ANS/, /files/ENCFF000ANU/, /files/ENCFF000ANX/, /files/ENCFF000AOF/, /files/ENCFF000AOG/, /files/ENCFF596NBD/, /files/ENCFF520YRJ/, /files/ENCFF181BIE/, /files/ENCFF531LXG/, /files/ENCFF095OKQ/, /files/ENCFF247ZSR/, /files/ENCFF245LFR/, /files/ENCFF833VDQ/, /files/ENCFF217HXU/
ENCFF000BEF	/experiments/ENCSR000ARI/	.	HepG2	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000BEF/@@download/ENCFF000BEF.bigWig	signal	/files/ENCFF463RRE/, /files/ENCFF574VLI/, /files/ENCFF162ADN/, /files/ENCFF066LYG/, /files/ENCFF642ZJC/, /files/ENCFF474ZPM/, /files/ENCFF854ELY/, /files/ENCFF356QYZ/, /files/ENCFF608CWZ/, /files/ENCFF881CNC/, /files/ENCFF369RYY/, /files/ENCFF653JWL/, /files/ENCFF255TUT/, /files/ENCFF274GMA/, /files/ENCFF122NRW/, /files/ENCFF645CCA/, /files/ENCFF719TUA/, /files/ENCFF303SPG/, /files/ENCFF149EKR/, /files/ENCFF943MYJ/, /files/ENCFF265ZJL/, /files/ENCFF705NOL/, /files/ENCFF569GTH/, /files/ENCFF165PBN/
ENCFF000ANL	/experiments/ENCSR000AUP/	.	.	B cell	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000ANL/@@download/ENCFF000ANL.bigWig	signal	/files/ENCFF000AMC/, /files/ENCFF000AMM/, /files/ENCFF128SFZ/, /files/ENCFF849QON/, /files/ENCFF825GGQ/, /files/ENCFF248YTS/
ENCFF001FXI	/experiments/ENCSR000DWF/	.	LNCaP clone FGC	.	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001FXI/@@download/ENCFF001FXI.bigWig	raw signal	/files/ENCFF001HTQ/, /files/ENCFF001HTR/, /files/ENCFF001HUC/, /files/ENCFF234IPE/, /files/ENCFF805AGC/, /files/ENCFF727JXX/, /files/ENCFF183VCQ/
ENCFF001FXJ	/experiments/ENCSR000DWF/	.	LNCaP clone FGC	.	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001FXJ/@@download/ENCFF001FXJ.bigWig	raw signal	/files/ENCFF001HTQ/, /files/ENCFF001HTR/, /files/ENCFF001HUC/, /files/ENCFF234IPE/, /files/ENCFF805AGC/, /files/ENCFF727JXX/, /files/ENCFF183VCQ/
ENCFF000ATA	/experiments/ENCSR000AKE/	.	GM12878	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000ATA/@@download/ENCFF000ATA.bigWig	signal	/files/ENCFF000AQZ/, /files/ENCFF000ARA/, /files/ENCFF000ARD/, /files/ENCFF000ARK/, /files/ENCFF000ARO/, /files/ENCFF231IAK/, /files/ENCFF651UIO/, /files/ENCFF858ORL/, /files/ENCFF684NLR/, /files/ENCFF303HPA/, /files/ENCFF797ARJ/, /files/ENCFF434HLD/, /files/ENCFF611CHF/, /files/ENCFF852TVX/, /files/ENCFF873ZWP/, /files/ENCFF953EVD/, /files/ENCFF547XEQ/, /files/ENCFF055OBO/, /files/ENCFF691DXH/, /files/ENCFF151JBU/, /files/ENCFF213TCX/, /files/ENCFF339YTX/, /files/ENCFF663HUX/, /files/ENCFF430BAQ/, /files/ENCFF624TPS/, /files/ENCFF232FPZ/
ENCFF000BXQ	/experiments/ENCSR000AKS/	.	K562	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000BXQ/@@download/ENCFF000BXQ.bigWig	signal	/files/ENCFF000BVZ/, /files/ENCFF000BWA/, /files/ENCFF000BWK/, /files/ENCFF117OYK/, /files/ENCFF392XRJ/, /files/ENCFF977WHL/, /files/ENCFF885VML/, /files/ENCFF994FIB/, /files/ENCFF402EPP/, /files/ENCFF222TAO/, /files/ENCFF156ECZ/, /files/ENCFF199NQH/, /files/ENCFF561WFK/, /files/ENCFF185XBW/, /files/ENCFF283HQV/, /files/ENCFF574XYY/, /files/ENCFF505AGU/, /files/ENCFF237KKO/, /files/ENCFF296OHW/, /files/ENCFF829HZY/, /files/ENCFF245PJA/, /files/ENCFF192XTF/, /files/ENCFF893MMO/, /files/ENCFF019ENS/, /files/ENCFF150ZCH/, /files/ENCFF319GFP/
ENCFF000VHN	/experiments/ENCSR000EXB/	.	NT2/D1	.	Peggy Farnham, USC	https://www.encodeproject.org/files/ENCFF000VHN/@@download/ENCFF000VHN.bigWig	signal	/files/ENCFF000VII/, /files/ENCFF000VIJ/, /files/ENCFF000VJV/, /files/ENCFF000ZMW/, /files/ENCFF000ZMZ/, /files/ENCFF000ZNE/, /files/ENCFF585ORN/, /files/ENCFF513RSP/, /files/ENCFF205KMO/, /files/ENCFF293DEQ/
ENCFF000VIH	/experiments/ENCSR000EXC/	.	NT2/D1	.	Peggy Farnham, USC	https://www.encodeproject.org/files/ENCFF000VIH/@@download/ENCFF000VIH.bigWig	signal	/files/ENCFF000VII/, /files/ENCFF000VIJ/, /files/ENCFF000VJV/, /files/ENCFF000ZMW/, /files/ENCFF000ZMZ/, /files/ENCFF000ZNE/, /files/ENCFF585ORN/, /files/ENCFF513RSP/, /files/ENCFF205KMO/, /files/ENCFF293DEQ/
ENCFF000BMY	/experiments/ENCSR000ANR/	.	.	skeletal muscle myoblast	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000BMY/@@download/ENCFF000BMY.bigWig	signal	/files/ENCFF000BJZ/, /files/ENCFF000BKA/, /files/ENCFF000BKD/, /files/ENCFF000BKI/, /files/ENCFF000BKK/, /files/ENCFF009XHG/, /files/ENCFF298NLV/, /files/ENCFF791XAM/, /files/ENCFF698ZZD/, /files/ENCFF208RCO/, /files/ENCFF325AJA/, /files/ENCFF130ENW/, /files/ENCFF003XTF/, /files/ENCFF589EFJ/
ENCFF000CET	/experiments/ENCSR000ASL/	.	.	CD14-positive monocyte	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000CET/@@download/ENCFF000CET.bigWig	signal	/files/ENCFF000CCJ/, /files/ENCFF000CCL/, /files/ENCFF000CCM/, /files/ENCFF000CCQ/, /files/ENCFF000CCW/, /files/ENCFF383QCX/, /files/ENCFF865NTT/, /files/ENCFF545JWL/, /files/ENCFF075YNC/, /files/ENCFF695ZNW/, /files/ENCFF914LSY/, /files/ENCFF572RFU/, /files/ENCFF701QJX/, /files/ENCFF730IJS/, /files/ENCFF692GVG/, /files/ENCFF244XQF/, /files/ENCFF365LFR/, /files/ENCFF020SWF/, /files/ENCFF894MBE/, /files/ENCFF172HPC/
ENCFF001FBH	/experiments/ENCSR000DSK/	.	.	.	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001FBH/@@download/ENCFF001FBH.bigWig	raw signal	/files/ENCFF001HIE/, /files/ENCFF001HIF/, /files/ENCFF001HIK/, /files/ENCFF722WMU/, /files/ENCFF198VJS/, /files/ENCFF866UAN/, /files/ENCFF018SKU/
ENCFF001FBI	/experiments/ENCSR000DSK/	.	.	.	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001FBI/@@download/ENCFF001FBI.bigWig	raw signal	/files/ENCFF001HIE/, /files/ENCFF001HIF/, /files/ENCFF001HIK/, /files/ENCFF722WMU/, /files/ENCFF198VJS/, /files/ENCFF866UAN/, /files/ENCFF018SKU/
ENCFF000AKE	/experiments/ENCSR000AVF/	.	A549	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000AKE/@@download/ENCFF000AKE.bigWig	signal	/files/ENCFF000AGZ/, /files/ENCFF000AHA/, /files/ENCFF000AHB/, /files/ENCFF000AHE/, /files/ENCFF000AHJ/, /files/ENCFF227MOQ/, /files/ENCFF514TMK/, /files/ENCFF284JEI/, /files/ENCFF569SHN/, /files/ENCFF990BDZ/, /files/ENCFF274LEX/, /files/ENCFF800GUG/, /files/ENCFF698OND/, /files/ENCFF016EQS/, /files/ENCFF289PMY/
ENCFF000CHG	/experiments/ENCSR000AOR/	.	.	astrocyte	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000CHG/@@download/ENCFF000CHG.bigWig	signal	/files/ENCFF000CFI/, /files/ENCFF000CFK/, /files/ENCFF000CFO/, /files/ENCFF000CFR/, /files/ENCFF000CFY/, /files/ENCFF855ZXU/, /files/ENCFF615VUA/, /files/ENCFF765DJW/, /files/ENCFF631QCD/, /files/ENCFF563PNW/, /files/ENCFF581QLB/, /files/ENCFF191SLR/, /files/ENCFF391KPN/, /files/ENCFF639TYV/, /files/ENCFF368JCF/, /files/ENCFF216TIF/, /files/ENCFF169WZW/, /files/ENCFF350LQZ/
ENCFF000CDD	/experiments/ENCSR000ASM/	.	.	CD14-positive monocyte	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000CDD/@@download/ENCFF000CDD.bigWig	signal	/files/ENCFF000CCJ/, /files/ENCFF000CCL/, /files/ENCFF000CCM/, /files/ENCFF000CCQ/, /files/ENCFF000CCW/, /files/ENCFF383QCX/, /files/ENCFF865NTT/, /files/ENCFF545JWL/, /files/ENCFF075YNC/, /files/ENCFF695ZNW/, /files/ENCFF914LSY/, /files/ENCFF572RFU/, /files/ENCFF701QJX/, /files/ENCFF730IJS/, /files/ENCFF692GVG/, /files/ENCFF244XQF/, /files/ENCFF365LFR/, /files/ENCFF020SWF/, /files/ENCFF894MBE/, /files/ENCFF172HPC/
ENCFF001EXC	/experiments/ENCSR000DRX/	.	GM12878	.	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001EXC/@@download/ENCFF001EXC.bigWig	raw signal	/files/ENCFF001HHW/, /files/ENCFF001HHY/, /files/ENCFF001HID/, /files/ENCFF504ALV/, /files/ENCFF094HMB/, /files/ENCFF892TNJ/, /files/ENCFF359EAD/
ENCFF001EXD	/experiments/ENCSR000DRX/	.	GM12878	.	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001EXD/@@download/ENCFF001EXD.bigWig	raw signal	/files/ENCFF001HHW/, /files/ENCFF001HHY/, /files/ENCFF001HID/, /files/ENCFF504ALV/, /files/ENCFF094HMB/, /files/ENCFF892TNJ/, /files/ENCFF359EAD/
ENCFF000COC	/experiments/ENCSR000ALI/	.	.	keratinocyte	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000COC/@@download/ENCFF000COC.bigWig	signal	/files/ENCFF000CLV/, /files/ENCFF000CLW/, /files/ENCFF000CLX/, /files/ENCFF000CMD/, /files/ENCFF000CMJ/, /files/ENCFF604QBU/, /files/ENCFF292GHV/, /files/ENCFF221LXY/, /files/ENCFF377CTF/, /files/ENCFF516NPM/, /files/ENCFF050XUG/, /files/ENCFF288LLD/, /files/ENCFF587LRA/, /files/ENCFF715NGU/
ENCFF000BIN	/experiments/ENCSR000ALY/	.	.	mammary epithelial cell	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000BIN/@@download/ENCFF000BIN.bigWig	signal	/files/ENCFF000BGU/, /files/ENCFF000BGV/, /files/ENCFF000BGY/, /files/ENCFF000BHE/, /files/ENCFF000BHF/, /files/ENCFF997HCS/, /files/ENCFF556RIX/, /files/ENCFF152UJF/, /files/ENCFF702WJD/, /files/ENCFF749GHL/, /files/ENCFF913IHA/, /files/ENCFF788YKS/, /files/ENCFF813ZYQ/, /files/ENCFF607BMM/, /files/ENCFF417CEL/, /files/ENCFF903ATW/, /files/ENCFF801RTD/, /files/ENCFF062WDT/, /files/ENCFF115JNM/, /files/ENCFF861GBM/
ENCFF000BFV	/experiments/ENCSR000AMC/	.	HepG2	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000BFV/@@download/ENCFF000BFV.bigWig	signal	/files/ENCFF463RRE/, /files/ENCFF574VLI/, /files/ENCFF162ADN/, /files/ENCFF066LYG/, /files/ENCFF642ZJC/, /files/ENCFF474ZPM/, /files/ENCFF854ELY/, /files/ENCFF356QYZ/, /files/ENCFF608CWZ/, /files/ENCFF881CNC/, /files/ENCFF369RYY/, /files/ENCFF653JWL/, /files/ENCFF255TUT/, /files/ENCFF274GMA/, /files/ENCFF122NRW/, /files/ENCFF645CCA/, /files/ENCFF719TUA/, /files/ENCFF303SPG/, /files/ENCFF149EKR/, /files/ENCFF943MYJ/, /files/ENCFF265ZJL/, /files/ENCFF705NOL/, /files/ENCFF569GTH/, /files/ENCFF165PBN/
ENCFF001FLH	/experiments/ENCSR000DUE/	.	HepG2	.	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001FLH/@@download/ENCFF001FLH.bigWig	raw signal	/files/ENCFF001HNV/, /files/ENCFF001HNW/, /files/ENCFF001HOD/, /files/ENCFF610SOD/, /files/ENCFF887ZEB/, /files/ENCFF575YDI/, /files/ENCFF933EKE/
ENCFF001FLI	/experiments/ENCSR000DUE/	.	HepG2	.	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001FLI/@@download/ENCFF001FLI.bigWig	raw signal	/files/ENCFF001HNV/, /files/ENCFF001HNW/, /files/ENCFF001HOD/, /files/ENCFF610SOD/, /files/ENCFF887ZEB/, /files/ENCFF575YDI/, /files/ENCFF933EKE/
ENCFF001HPG	/experiments/ENCSR000DUS/	.	.	mammary epithelial cell	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001HPG/@@download/ENCFF001HPG.bigWig	raw signal	/files/ENCFF001HPJ/, /files/ENCFF001HPK/, /files/ENCFF001HPU/, /files/ENCFF312QCP/, /files/ENCFF163IHR/, /files/ENCFF843OXE/, /files/ENCFF620RYQ/
ENCFF001HPH	/experiments/ENCSR000DUS/	.	.	mammary epithelial cell	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001HPH/@@download/ENCFF001HPH.bigWig	raw signal	/files/ENCFF001HPJ/, /files/ENCFF001HPK/, /files/ENCFF001HPU/, /files/ENCFF312QCP/, /files/ENCFF163IHR/, /files/ENCFF843OXE/, /files/ENCFF620RYQ/
ENCFF000ALI	/experiments/ENCSR000AUL/	.	A549	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000ALI/@@download/ENCFF000ALI.bigWig	signal	/files/ENCFF000AHC/, /files/ENCFF000AHD/, /files/ENCFF000AHF/, /files/ENCFF000AHM/, /files/ENCFF000AHV/, /files/ENCFF948UNV/, /files/ENCFF482SGU/, /files/ENCFF043PUQ/, /files/ENCFF114ODP/, /files/ENCFF408NTN/, /files/ENCFF987CPC/, /files/ENCFF957AOI/, /files/ENCFF502CGT/, /files/ENCFF271TLF/, /files/ENCFF122PEM/, /files/ENCFF719NBM/, /files/ENCFF550UKJ/, /files/ENCFF824LNT/
ENCFF000ALO	/experiments/ENCSR000ASU/	.	A549	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000ALO/@@download/ENCFF000ALO.bigWig	signal	/files/ENCFF000AGZ/, /files/ENCFF000AHA/, /files/ENCFF000AHB/, /files/ENCFF000AHE/, /files/ENCFF000AHJ/, /files/ENCFF227MOQ/, /files/ENCFF514TMK/, /files/ENCFF284JEI/, /files/ENCFF569SHN/, /files/ENCFF990BDZ/, /files/ENCFF274LEX/, /files/ENCFF800GUG/, /files/ENCFF698OND/, /files/ENCFF016EQS/, /files/ENCFF289PMY/
ENCFF000AXI	/experiments/ENCSR000ANC/	.	H1	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000AXI/@@download/ENCFF000AXI.bigWig	signal	/files/ENCFF000AVF/, /files/ENCFF000AVG/, /files/ENCFF000AVH/, /files/ENCFF000AVM/, /files/ENCFF000AVR/, /files/ENCFF303YPV/, /files/ENCFF400SCD/, /files/ENCFF178MIM/, /files/ENCFF740ECI/, /files/ENCFF145GCJ/, /files/ENCFF659UFR/, /files/ENCFF164ZWM/, /files/ENCFF809ZPN/, /files/ENCFF508ZFI/, /files/ENCFF763DAQ/, /files/ENCFF805KPU/, /files/ENCFF036EGF/, /files/ENCFF191QXK/, /files/ENCFF663FLW/, /files/ENCFF689EIT/, /files/ENCFF698YIB/, /files/ENCFF837MEC/, /files/ENCFF635VQA/, /files/ENCFF064XIS/, /files/ENCFF472QMD/, /files/ENCFF138KKQ/, /files/ENCFF368CYL/, /files/ENCFF393KUX/, /files/ENCFF401LXB/, /files/ENCFF064DDT/, /files/ENCFF452JET/, /files/ENCFF234FUH/, /files/ENCFF292NRA/, /files/ENCFF241XBE/, /files/ENCFF711MVG/, /files/ENCFF370QWD/, /files/ENCFF037PMO/, /files/ENCFF850EIY/, /files/ENCFF727XHW/, /files/ENCFF790CGF/, /files/ENCFF447DQQ/, /files/ENCFF243MTV/, /files/ENCFF344OKG/, /files/ENCFF504ZFN/, /files/ENCFF473WBH/, /files/ENCFF994DDP/
ENCFF000VJW	/experiments/ENCSR000EXW/	.	.	mononuclear cell	Peggy Farnham, USC	https://www.encodeproject.org/files/ENCFF000VJW/@@download/ENCFF000VJW.bigWig	signal	/files/ENCFF000VKL/, /files/ENCFF000VKM/, /files/ENCFF000VKO/, /files/ENCFF000VKN/, /files/ENCFF676VDZ/, /files/ENCFF738UVB/, /files/ENCFF519MQF/, /files/ENCFF908XUV/, /files/ENCFF814VRG/, /files/ENCFF918JVX/, /files/ENCFF176MNQ/, /files/ENCFF522CTK/
ENCFF000AIU	/experiments/ENCSR000ATO/	.	A549	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000AIU/@@download/ENCFF000AIU.bigWig	signal	/files/ENCFF000AGZ/, /files/ENCFF000AHA/, /files/ENCFF000AHB/, /files/ENCFF000AHE/, /files/ENCFF000AHJ/, /files/ENCFF227MOQ/, /files/ENCFF514TMK/, /files/ENCFF284JEI/, /files/ENCFF569SHN/, /files/ENCFF990BDZ/, /files/ENCFF274LEX/, /files/ENCFF800GUG/, /files/ENCFF698OND/, /files/ENCFF016EQS/, /files/ENCFF289PMY/
ENCFF000CEZ	/experiments/ENCSR000ASO/	.	.	CD14-positive monocyte	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000CEZ/@@download/ENCFF000CEZ.bigWig	signal	/files/ENCFF000CCJ/, /files/ENCFF000CCL/, /files/ENCFF000CCM/, /files/ENCFF000CCQ/, /files/ENCFF000CCW/, /files/ENCFF383QCX/, /files/ENCFF865NTT/, /files/ENCFF545JWL/, /files/ENCFF075YNC/, /files/ENCFF695ZNW/, /files/ENCFF914LSY/, /files/ENCFF572RFU/, /files/ENCFF701QJX/, /files/ENCFF730IJS/, /files/ENCFF692GVG/, /files/ENCFF244XQF/, /files/ENCFF365LFR/, /files/ENCFF020SWF/, /files/ENCFF894MBE/, /files/ENCFF172HPC/
ENCFF000BQB	/experiments/ENCSR000AOY/	.	.	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000BQB/@@download/ENCFF000BQB.bigWig	signal	/files/ENCFF000BNE/, /files/ENCFF000BNF/, /files/ENCFF000BNH/, /files/ENCFF000BNO/, /files/ENCFF000BNR/, /files/ENCFF384SVU/, /files/ENCFF742NGM/, /files/ENCFF408COK/, /files/ENCFF882RJG/, /files/ENCFF115XVH/, /files/ENCFF712QEE/, /files/ENCFF900ZEG/, /files/ENCFF695JTM/, /files/ENCFF559IIB/, /files/ENCFF180ALL/, /files/ENCFF341IUA/, /files/ENCFF873IRA/, /files/ENCFF512CVC/
ENCFF000BDI	/experiments/ENCSR000AOI/	.	HeLa-S3	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000BDI/@@download/ENCFF000BDI.bigWig	signal	/files/ENCFF000BAF/, /files/ENCFF000BAH/, /files/ENCFF000BAI/, /files/ENCFF000BAO/, /files/ENCFF000BAU/, /files/ENCFF954DWW/, /files/ENCFF713YQB/, /files/ENCFF818YAG/, /files/ENCFF432JPE/, /files/ENCFF250XLH/, /files/ENCFF930VIN/, /files/ENCFF451SVK/, /files/ENCFF385UZW/, /files/ENCFF820FDY/
ENCFF001FFE	/experiments/ENCSR000DSY/	.	.	astrocyte of the cerebellum	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001FFE/@@download/ENCFF001FFE.bigWig	raw signal	/files/ENCFF001HIW/, /files/ENCFF001HIX/, /files/ENCFF001HJJ/, /files/ENCFF908OBD/, /files/ENCFF069XVM/, /files/ENCFF188FPI/, /files/ENCFF743ECZ/
ENCFF001FFF	/experiments/ENCSR000DSY/	.	.	astrocyte of the cerebellum	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001FFF/@@download/ENCFF001FFF.bigWig	raw signal	/files/ENCFF001HIW/, /files/ENCFF001HIX/, /files/ENCFF001HJJ/, /files/ENCFF908OBD/, /files/ENCFF069XVM/, /files/ENCFF188FPI/, /files/ENCFF743ECZ/
